ITEMID,JUDUL,PENULIS,KURIKULUM,TAHUNTERBIT,JENJANG,PARETO, HARGA 
02313021,BK TEMATIK B. INDONESIA JL.2B/REV,HILDA KARLI M.PD,KTSP,2011,SD,0," 40,000 "
02313031,BK TEMATIK B. INDONESIA JL.3A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 45,000 "
02313041,BK TEMATIK B. INDONESIA JL.3B/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 45,000 "
02313111,PANGRUMAT BASA SUNDA JL.1/PROYEK,"DEDI KOSWARA,DKK",KTSP,2009,SD,0," 40,000 "
02313121,PANGRUMAT BASA SUNDA JL.2/PROYEK,"DEDI KOSWARA,DKK",KTSP,2009,SD,0," 43,000 "
02313131,PANGRUMAT BASA SUNDA JL.3/PROYEK,"DEDI KOSWARA,DKK",KTSP,2009,SD,0," 45,000 "
02313141,PANGRUMAT BASA SUNDA JL.4/PROYEK,"DEDI KOSWARA,DKK",KTSP,2009,SD,0," 48,000 "
02313151,PANGRUMAT BASA SUNDA JL.5/PROYEK,"DEDI KOSWARA,DKK",KTSP,2009,SD,0," 43,000 "
02313161,PANGRUMAT BASA SUNDA JL.6/PROYEK,"DEDI KOSWARA,DKK",KTSP,2009,SD,0," 48,000 "
02313170,BINA BAHASA INDONESIA JL.1A(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 82,000 "
02313180,BINA BAHASA INDONESIA JL.1B(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02313190,BINA BAHASA INDONESIA JL.2A(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 82,000 "
02313200,BINA BAHASA INDONESIA JL.2B(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02313210,BINA BAHASA INDONESIA JL.3A(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02313220,BINA BAHASA INDONESIA JL.3B(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 66,000 "
02313230,BINA BAHASA INDONESIA JL.4A(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02313240,BINA BAHASA INDONESIA JL.4B(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 66,000 "
02313250,BINA BAHASA INDONESIA JL.5A(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02313260,BINA BAHASA INDONESIA JL.5B(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 66,000 "
02313270,BINA BAHASA INDONESIA JL.6A(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02313280,BINA BAHASA INDONESIA JL.6B(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 66,000 "
02313290,SAYA SENANG BERBAHASA IND.(SASEBI) SD JL1/KTSP,HANIF NURCHOLIS,KTSP,2007,SD,0," 90,000 "
02313300,SAYA SENANG BERBAHASA IND.(SASEBI) SD JL2/KTSP,HANIF NURCHOLIS,KTSP,2007,SD,0," 82,000 "
02313310,SAYA SENANG BERBAHASA IND.(SASEBI) SD JL3/KTSP,HANIF NURCHOLIS,KTSP,2007,SD,0," 66,000 "
02313320,SAYA SENANG BERBAHASA IND.(SASEBI) SD JL4/KTSP,HANIF NURCHOLIS,KTSP,2007,SD,0," 75,000 "
02313330,SAYA SENANG BERBAHASA IND.(SASEBI) SD JL5/KTSP,HANIF NURCHOLIS,KTSP,2007,SD,0," 66,000 "
02313340,SAYA SENANG BERBAHASA IND.(SASEBI) SD JL6/KTSP,HANIF NURCHOLIS,KTSP,2007,SD,0," 66,000 "
02313350,PLAYGROUND IN ENGLISH JL1(KTSP),PRIMARY LITERACY  TEAM,KTSP,2008,SD,0," 75,000 "
02313360,PLAYGROUND IN ENGLISH JL2(KTSP),PRIMARY LITERACY  TEAM,KTSP,2008,SD,0," 108,000 "
02313370,PLAYGROUND IN ENGLISH JL3(KTSP),PRIMARY LITERACY  TEAM,KTSP,2008,SD,0," 82,000 "
02313380,PLAYGROUND IN ENGLISH JL4(KTSP),PRIMARY LITERACY  TEAM,KTSP,2007,SD,0," 116,000 "
02313390,PLAYGROUND IN ENGLISH JL5(KTSP),PRIMARY LITERACY  TEAM,KTSP,2008,SD,0," 116,000 "
02313400,PLAYGROUND IN ENGLISH JL6(KTSP),PRIMARY LITERACY  TEAM,KTSP,2007,SD,0," 116,000 "
02313470,GROW WITH ENGLISH JL.1(KTSP),MUKARTO,KTSP,2007,SD,0," 68,000 "
02313480,GROW WITH ENGLISH JL.2(KTSP),MUKARTO,KTSP,2007,SD,0," 82,000 "
02313490,GROW WITH ENGLISH JL.3(KTSP),MUKARTO,KTSP,2007,SD,0," 78,000 "
02313500,GROW WITH ENGLISH JL.4(KTSP),MUKARTO,KTSP,2007,SD,0," 68,000 "
02313510,GROW WITH ENGLISH JL.5(KTSP),MUKARTO,KTSP,2007,SD,0," 78,000 "
02313520,GROW WITH ENGLISH JL.6(KTSP),MUKARTO,KTSP,2007,SD,0," 75,000 "
02313530,WASIS BHS.JAWA TIMUR JL.1/KTSP,TRESNO SUKENDRO,KTSP,2008,SD,0," 75,000 "
02313540,WASIS BHS.JAWA TIMUR JL.2/KTSP,TRESNO SUKENDRO,KTSP,2008,SD,0," 65,000 "
02313550,WASIS BHS.JAWA TIMUR JL.3/KTSP,TRESNO SUKENDRO,KTSP,2008,SD,0," 53,000 "
02313560,WASIS BHS.JAWA TIMUR JL.4/KTSP,TRESNO SUKENDRO,KTSP,2008,SD,0," 65,000 "
02313570,WASIS BHS.JAWA TIMUR JL.5/KTSP,TRESNO SUKENDRO,KTSP,2008,SD,0," 68,000 "
02313580,WASIS BHS.JAWA TIMUR JL.6/KTSP,TRESNO SUKENDRO,KTSP,2008,SD,0," 75,000 "
02313591,BELAJAR BHS ARAB JL.1/SKL08,"FIRMAN HAMDANI, DKK",KTSP,2010,MI,0," 43,000 "
02313601,BELAJAR BHS ARAB JL.2/SKL08,"FIRMAN HAMDANI, DKK",KTSP,2010,MI,0," 48,000 "
02313611,BELAJAR BHS ARAB JL.3/SKL08,"FIRMAN HAMDANI, DKK",KTSP,2010,MI,0," 48,000 "
02313621,BELAJAR BHS ARAB JL.4/SKL08,AHMAD SYAEKHUDDIN,KTSP,2009,MI,0," 52,000 "
02313631,BELAJAR BHS ARAB JL.5/SKL08,AHMAD SYAEKHUDDIN,KTSP,2009,MI,0," 43,000 "
02313641,BELAJAR BHS ARAB JL.6/SKL08,AHMAD SYAEKHUDDIN,KTSP,2009,MI,0," 43,000 "
02313980,HOORAY! SD JL.1,CGEE,KTSP,2010,SD,0," 65,000 "
02313990,HOORAY! SD JL.2,CGEE,KTSP,2010,SD,0," 65,000 "
02314000,HOORAY! SD JL.3,CGEE,KTSP,2010,SD,0," 75,000 "
02314010,HOORAY! SD JL.4,CGEE,KTSP,2010,SD,0," 93,000 "
02314020,HOORAY! SD JL.5,CGEE,KTSP,2010,SD,0," 80,000 "
02314030,HOORAY! SD JL.6,CGEE,KTSP,2010,SD,0," 93,000 "
02332610,PENDIDIKAN KEWARGANEGARAAN JL.1(KTSP),BKG FOR EDUCATION,KTSP,2006,SD,0," 55,000 "
02332611,PEND. KEWARGANEGARAAN JL.1 REV./K2013,BKG FOR EDUCATION,K2013,2013,SD,0," 53,000 "
02332612,PEND. KEWARGANEGARAAN SD JL.1/K13N,BKG FOR EDUCATION,K13N,2017,SD,0," 40,000 "
02332620,PENDIDIKAN KEWARGANEGARAAN JL.2(KTSP),BKG FOR EDUCATION,KTSP,2006,SD,0," 55,000 "
02332621,PEND. KEWARGANEGARAAN JL.2 REV./K2013,BKG FOR EDUCATION,K2013,2014,SD,0," 53,000 "
02332622,PEND. KEWARGANEGARAAN SD JL.2/K13N,BKG FOR EDUCATION,K13N,2017,SD,0," 45,000 "
02332630,PENDIDIKAN KEWARGANEGARAAN JL.3(KTSP),BKG FOR EDUCATION,KTSP,2006,SD,0," 53,000 "
02332631,PEND. KEWARGANEGARAAN JL.3 REV./K2013,BKG FOR EDUCATION,K2013,2015,SD,0," 50,000 "
02332632,PEND. KEWARGANEGARAAN SD JL.3/K13N,BKG FOR EDUCATION,K13N,2018,SD,0," 50,999 "
02332640,PENDIDIKAN KEWARGANEGARAAN JL.4(KTSP),BKG FOR EDUCATION,KTSP,2006,SD,0," 53,000 "
02332641,PEND. KEWARGANEGARAAN JL.4 REV./K2013,BKG FOR EDUCATION,K2013,2013,SD,0," 40,000 "
02332642,PEND. KEWARGANEGARAAN SD JL.4/K13N,BKG FOR EDUCATION,K13N,2017,SD,0," 38,000 "
02332650,PENDIDIKAN KEWARGANEGARAAN JL.5(KTSP),BKG FOR EDUCATION,KTSP,2006,SD,0," 53,000 "
02332651,PEND. KEWARGANEGARAAN JL.5 REV./K2013,BKG FOR EDUCATION,K2013,2014,SD,0," 45,000 "
02332652,PEND. KEWARGANEGARAAN SD JL.5/K13N,BKG FOR EDUCATION,K13N,2017,SD,0," 45,000 "
02332660,PENDIDIKAN KEWARGANEGARAAN JL.6(KTSP),BKG FOR EDUCATION,KTSP,2006,SD,0," 60,000 "
02332661,PEND. KEWARGANEGARAAN JL.6 REV./K2013,BKG FOR EDUCATION,K2013,2015,SD,0," 48,000 "
02332662,PEND. KEWARGANEGARAAN SD JL.6/K13N,BKG FOR EDUCATION,K13N,2018,SD,0," 48,999 "
02332731,BK TEMATIK IPS SD JL.1A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 40,000 "
02332741,BK TEMATIK IPS SD JL.1B/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 37,000 "
02332751,BK TEMATIK IPS SD JL.2A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 37,000 "
02332761,BK TEMATIK IPS SD JL.2B/REV,HILDA KARLI M.PD,KTSP,2011,SD,0," 35,000 "
02332771,BK TEMATIK IPS SD JL.3A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 37,000 "
02332781,BK TEMATIK IPS SD JL.3B/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 40,000 "
02332791,BK TEMATIK SENI BUDAYA JL.1A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 37,000 "
02332801,BK TEMATIK SENI BUDAYA JL.1B/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 40,000 "
02332811,BK TEMATIK SENI BUDAYA JL.2A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 37,000 "
02332821,BK TEMATIK SENI BUDAYA JL.2B/REV,HILDA KARLI M.PD,KTSP,2011,SD,0," 35,000 "
02332831,BK TEMATIK SENI BUDAYA JL.3A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 32,000 "
02332841,BK TEMATIK SENI BUDAYA JL.3B/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 40,000 "
02332910,IPS SD JL.1 (KTSP),"ASY'ARI, DKK",KTSP,2007,SD,0," 56,000 "
02332920,IPS SD JL.2 (KTSP),"ASY'ARI, DKK",KTSP,2007,SD,0," 53,000 "
02332930,IPS SD JL.3 (KTSP),"ASY'ARI, DKK",KTSP,2007,SD,0," 56,000 "
02332940,IPS SD JL.4 (KTSP),"ASY'ARI, DKK",KTSP,2007,SD,0," 60,000 "
02332950,IPS SD JL.5 (KTSP),"ASY'ARI, DKK",KTSP,2007,SD,0," 60,000 "
02332960,IPS SD JL.6 (KTSP),"ASY'ARI, DKK",KTSP,2007,SD,0," 60,000 "
02333030,KREASI SENI BUDAYA & KETERAMPILAN SD 1(KTSP),TIM ABDI GURU,KTSP,2007,SD,0," 66,000 "
02333040,KREASI SENI BUDAYA & KETERAMPILAN SD 2(KTSP),TIM ABDI GURU,KTSP,2007,SD,0," 66,000 "
02333050,KREASI SENI BUDAYA & KETERAMPILAN SD 3(KTSP),TIM ABDI GURU,KTSP,2007,SD,0," 65,000 "
02333060,KREASI SENI BUDAYA & KETERAMPILAN SD 4(KTSP),TIM ABDI GURU,KTSP,2007,SD,0," 66,000 "
02333070,KREASI SENI BUDAYA & KETERAMPILAN SD 5(KTSP),TIM ABDI GURU,KTSP,2007,SD,0," 65,000 "
02333080,KREASI SENI BUDAYA & KETERAMPILAN SD 6(KTSP),TIM ABDI GURU,KTSP,2007,SD,0," 65,000 "
02333091,IPS TERPADU JL.1(KTSP)/REVISI,TIM BINA KARYA GURU,KTSP,2012,SD,0," 72,000 "
02333101,IPS TERPADU JL.2(KTSP)/REVISI,TIM BINA KARYA GURU,KTSP,2012,SD,0," 80,000 "
02333111,IPS TERPADU JL.3(KTSP)/REVISI,TIM BINA KARYA GURU,KTSP,2012,SD,0," 68,000 "
02333121,IPS TERPADU JL.4(KTSP)/REVISI,TIM BINA KARYA GURU,KTSP,2012,SD,0," 82,000 "
02333131,IPS TERPADU JL.5(KTSP)/REVISI,TIM BINA KARYA GURU,KTSP,2012,SD,0," 80,000 "
02333141,IPS TERPADU JL.6(KTSP)/REVISI,TIM BINA KARYA GURU,KTSP,2012,SD,0," 75,000 "
02333210,SENI BUDAYA & KETERAMPILAN JL.1(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 90,000 "
02333220,SENI BUDAYA & KETERAMPILAN JL.2(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 90,000 "
02333230,SENI BUDAYA & KETERAMPILAN JL.3(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 72,000 "
02333240,SENI BUDAYA & KETERAMPILAN JL.4(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 77,000 "
02333250,SENI BUDAYA & KETERAMPILAN JL.5(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02333260,SENI BUDAYA & KETERAMPILAN JL.6(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02333451,PEND.JASMANI & KESEHATAN SD DIKNAS JL.1/KTSP,TIM ABDI GURU,KTSP,2011,SD,0," 56,000 "
02333461,PEND.JASMANI & KESEHATAN SD DIKNAS JL.2/KTSP,TIM ABDI GURU,KTSP,2011,SD,0," 56,000 "
02333471,PEND.JASMANI & KESEHATAN SD DIKNAS JL.3/KTSP,TIM ABDI GURU,KTSP,2011,SD,0," 56,000 "
02333481,PEND.JASMANI & KESEHATAN SD DIKNAS JL.4/KTSP,TIM ABDI GURU,KTSP,2011,SD,0," 56,000 "
02333491,PEND.JASMANI & KESEHATAN SD DIKNAS JL.5/KTSP,TIM ABDI GURU,KTSP,2011,SD,0," 56,000 "
02333501,PEND.JASMANI & KESEHATAN SD DIKNAS JL.6/KTSP,TIM ABDI GURU,KTSP,2011,SD,0," 56,000 "
02333541,PLBJ SD JL.1/KTSP-REDESIGN,TIM BINA KARYA GURU,KTSP,2016,SD,0," 60,000 "
02333551,PLBJ SD JL.2/KTSP-REDESIGN,TIM BINA KARYA GURU,KTSP,2016,SD,0," 60,000 "
02333561,PLBJ SD JL.3/KTSP-REDESIGN,TIM BINA KARYA GURU,KTSP,2016,SD,0," 60,000 "
02333571,PLBJ SD JL.4/KTSP-REDESIGN,TIM BINA KARYA GURU,KTSP,2016,SD,0," 60,000 "
02333581,PLBJ SD JL.5/KTSP-REDESIGN,TIM BINA KARYA GURU,KTSP,2016,SD,0," 60,000 "
02333591,PLBJ SD JL.6/KTSP-REDESIGN,TIM BINA KARYA GURU,KTSP,2016,SD,0," 60,000 "
02333661,BINA SEJ.KEB.ISLAM JL.1/SKL08,TIM BINA KARYA GURU,KTSP,2009,MI,0," 52,000 "
02333671,BINA SEJ.KEB.ISLAM JL.2/SKL08,TIM BINA KARYA GURU,KTSP,2009,MI,0," 52,000 "
02333681,BINA SEJ.KEB.ISLAM JL.3/SKL08,TIM BINA KARYA GURU,KTSP,2009,MI,0," 52,000 "
02333691,BINA SEJ.KEB.ISLAM JL.4/SKL08,TIM BINA KARYA GURU,KTSP,2009,MI,0," 52,000 "
02333700,PEND.LINGKUNGAN HIDUP JL.1/KTSP,TIM GURU CINTA LINGK.,KTSP,2009,SD,0," 52,000 "
02333710,PEND.LINGKUNGAN HIDUP JL.2/KTSP,TIM GURU CINTA LINGK.,KTSP,2009,SD,0," 52,000 "
02333720,PEND.LINGKUNGAN HIDUP JL.3/KTSP,TIM GURU CINTA LINGK.,KTSP,2009,SD,0," 52,000 "
02333730,PEND.LINGKUNGAN HIDUP JL.4/KTSP,TIM GURU CINTA LINGK.,KTSP,2009,SD,0," 52,000 "
02333740,PEND.LINGKUNGAN HIDUP JL.5/KTSP,TIM GURU CINTA LINGK.,KTSP,2009,SD,0," 56,000 "
02333750,PEND.LINGKUNGAN HIDUP JL.6/KTSP,TIM GURU CINTA LINGK.,KTSP,2009,SD,0," 52,000 "
02333760,BK PENDAMPING TEMATIK TERPADU PPKN JL.1/K2013,DWI TYAS UTAMI - IRMA M,K2013,2013,SD,0," 48,000 "
02333770,BK PENDAMPING TEMATIK TERPADU PPKN JL.2/K2013,DWI TYAS UTAMI - IRMA M,K2013,2014,SD,0," 48,000 "
02333780,BK PENDAMPING TEMATIK TERPADU PPKN JL.3/K2013,DWI TYAS UTAMI - IRMA M,K2013,2015,SD,0," 52,000 "
02333790,BK PENDAMPING TEMATIK TERPADU PPKN JL.4/K2013,DWI TYAS UTAMI - IRMA M,K2013,2013,SD,0," 48,000 "
02333800,BK PENDAMPING TEMATIK TERPADU PPKN JL.5/K2013,DWI TYAS UTAMI - IRMA M,K2013,2014,SD,0," 50,000 "
02333810,BK PENDAMPING TEMATIK TERPADU PPKN JL.6/K2013,DWI TYAS UTAMI - IRMA M,K2013,2015,SD,0," 52,000 "
02340130,PANDUAN TEMATIK JL.1A/KTSP,HILDA KARLI M.PD,KTSP,2007,SD,0," 157,000 "
02340140,PANDUAN TEMATIK JL.1B/KTSP,HILDA KARLI M.PD,KTSP,2008,SD,0," 140,000 "
02340150,PANDUAN TEMATIK JL.2A/KTSP,HILDA KARLI M.PD,KTSP,2007,SD,0," 145,000 "
02340161,PANDUAN TEMATIK JL.2B/REV,HILDA KARLI M.PD,KTSP,2011,SD,0," 108,000 "
02340170,PANDUAN TEMATIK JL.3A/KTSP,HILDA KARLI M.PD,KTSP,2007,SD,0," 140,000 "
02340180,PANDUAN TEMATIK JL.3B/KTSP,HILDA KARLI M.PD,KTSP,2008,SD,0," 140,000 "
02340191,BK TEMATIK IPA SD JL.1A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 40,000 "
02340201,BK TEMATIK IPA SD JL.1B/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 37,000 "
02340211,BK TEMATIK IPA SD JL.2A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 40,000 "
02340221,BK TEMATIK IPA SD JL.2B/REV,HILDA KARLI M.PD,KTSP,2011,SD,0," 37,000 "
02340231,BK TEMATIK IPA SD JL.3A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 37,000 "
02340241,BK TEMATIK IPA SD JL.3B/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 40,000 "
02340251,BK TEMATIK MATH JL.1A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 50,000 "
02340261,BK TEMATIK MATH JL.1B/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 45,000 "
02340271,BK TEMATIK MATH JL.2A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 45,000 "
02340281,BK TEMATIK MATH JL.2B/REV,HILDA KARLI M.PD,KTSP,2011,SD,0," 45,000 "
02340291,BK TEMATIK MATH JL.3A/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 45,000 "
02340301,BK TEMATIK MATH JL.3B/REV,HILDA KARLI M.PD,KTSP,2010,SD,0," 45,000 "
02340310,MATEMATIKA PENK. PADA BERHITUNG JL.1A(KTSP),M.KHAFID,KTSP,2007,SD,0," 100,000 "
02340320,MATEMATIKA PENK. PADA BERHITUNG JL.1B(KTSP),M.KHAFID,KTSP,2007,SD,0," 82,000 "
02340330,MATEMATIKA PENK. PADA BERHITUNG JL.2A(KTSP),M.KHAFID,KTSP,2007,SD,0," 90,000 "
02340340,MATEMATIKA PENK. PADA BERHITUNG JL.2B(KTSP),M.KHAFID,KTSP,2007,SD,0," 68,000 "
02340350,MATEMATIKA PENK. PADA BERHITUNG JL.3A(KTSP),M.KHAFID,KTSP,2007,SD,0," 68,000 "
02340360,MATEMATIKA PENK. PADA BERHITUNG JL.3B(KTSP),M.KHAFID,KTSP,2007,SD,0," 56,000 "
02340370,MATEMATIKA PENK. PADA BERHITUNG JL.4A(KTSP),M.KHAFID,KTSP,2007,SD,0," 75,000 "
02340380,MATEMATIKA PENK. PADA BERHITUNG JL.4B(KTSP),M.KHAFID,KTSP,2007,SD,0," 60,000 "
02340390,MATEMATIKA PENK. PADA BERHITUNG JL.5A(KTSP),M.KHAFID,KTSP,2007,SD,0," 60,000 "
02340400,MATEMATIKA PENK. PADA BERHITUNG JL.5B(KTSP),M.KHAFID,KTSP,2007,SD,0," 56,000 "
02340410,MATEMATIKA PENK. PADA BERHITUNG JL.6A(KTSP),M.KHAFID,KTSP,2007,SD,0," 60,000 "
02340420,MATEMATIKA PENK. PADA BERHITUNG JL.6B(KTSP),M.KHAFID,KTSP,2007,SD,0," 68,000 "
02340431,SAINS SD JL.1/KTSP/REVISI,"HARYANTO, DRS",KTSP,2012,SD,0," 48,000 "
02340441,SAINS SD JL.2/KTSP/REVISI,"HARYANTO, DRS",KTSP,2012,SD,0," 50,000 "
02340451,SAINS SD JL.3/KTSP/REVISI,"HARYANTO, DRS",KTSP,2012,SD,0," 65,000 "
02340461,SAINS SD JL.4/KTSP/REVISI,"HARYANTO, DRS",KTSP,2012,SD,0," 80,000 "
02340471,SAINS SD JL.5/KTSP/REVISI,"HARYANTO, DRS",KTSP,2012,SD,0," 73,000 "
02340481,SAINS SD JL.6/KTSP/REVISI,"HARYANTO, DRS",KTSP,2012,SD,0," 72,000 "
02340670,MATEMATIKA TERAMPIL JL.1(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 90,000 "
02340671,TERAMPIL BERHITUNG MATEMATIKA JL.1/K2013,TIM BINA KARYA GURU,K2013,2013,SD,0," 95,000 "
02340680,MATEMATIKA TERAMPIL JL.2(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02340681,TERAMPIL BERHITUNG MATEMATIKA JL.2/K2013,TIM BINA KARYA GURU,K2013,2014,SD,0," 95,000 "
02340690,MATEMATIKA TERAMPIL JL.3(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02340691,TERAMPIL BERHITUNG MATEMATIKA JL.3/K2013,TIM BINA KARYA GURU,K2013,2015,SD,0," 93,000 "
02340700,MATEMATIKA TERAMPIL JL.4(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02340701,TERAMPIL BERHITUNG MATEMATIKA JL.4/K2013,TIM BINA KARYA GURU,K2013,2013,SD,0," 82,000 "
02340710,MATEMATIKA TERAMPIL JL.5(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 75,000 "
02340711,TERAMPIL BERHITUNG MATEMATIKA JL.5/K2013,TIM BINA KARYA GURU,K2013,2014,SD,0," 87,000 "
02340720,MATEMATIKA TERAMPIL JL.6(KTSP),TIM BINA KARYA GURU,KTSP,2007,SD,0," 68,000 "
02340721,TERAMPIL BERHITUNG MATEMATIKA JL.6/K2013,TIM BINA KARYA GURU,K2013,2015,SD,0," 93,000 "
02340830,PANDAI BERHIT.MATH.JL.1/KTSP,SULARDI,KTSP,2008,SD,0," 122,000 "
02340840,PANDAI BERHIT.MATH.JL.2/KTSP,SULARDI,KTSP,2008,SD,0," 105,000 "
02340850,PANDAI BERHIT.MATH.JL.3/KTSP,SULARDI,KTSP,2008,SD,0," 108,000 "
02340860,PANDAI BERHIT.MATH.JL.4/KTSP,SULARDI,KTSP,2008,SD,0," 93,000 "
02340870,PANDAI BERHIT.MATH.JL.5/KTSP,SULARDI,KTSP,2008,SD,0," 102,000 "
02340880,PANDAI BERHIT.MATH.JL.6/KTSP,SULARDI,KTSP,2008,SD,0," 110,000 "
02340890,IPA SD JL.1/KTSP,TIM BINA KARYA GURU,KTSP,2008,SD,0," 53,000 "
02340900,IPA SD JL.2/KTSP,TIM BINA KARYA GURU,KTSP,2008,SD,0," 56,000 "
02340910,IPA SD JL.3/KTSP,TIM BINA KARYA GURU,KTSP,2008,SD,0," 68,000 "
02340920,IPA SD JL.4/KTSP,TIM BINA KARYA GURU,KTSP,2008,SD,0," 66,000 "
02340930,IPA SD JL.5/KTSP,TIM BINA KARYA GURU,KTSP,2008,SD,0," 77,000 "
02340940,IPA SD JL.6/KTSP,TIM BINA KARYA GURU,KTSP,2008,SD,0," 80,000 "
03017024,SERIBUPENA BIOLOGI JL.1/REV,BAMBANG K.,KTSP,2008,SMP,0," 55,000 "
03017035,SERIBUPENA BIOLOGI JL.2/REV,BAMBANG K.,KTSP,2008,SMP,0," 55,000 "
03017046,SERIBUPENA BIOLOGI JL.3/REV,BAMBANG K.,KTSP,2008,SMP,0," 55,000 "
03031800,MANDIRI KEWARGANEGARAAN 1/KTSP,SAPTONO,KTSP,2008,SMP,0," 52,000 "
03031810,MANDIRI KEWARGANEGARAAN 2/KTSP,SAPTONO,KTSP,2008,SMP,0," 53,000 "
03031820,MANDIRI KEWARGANEGARAAN 3/KTSP,SAPTONO,KTSP,2008,SMP,0," 53,000 "
03040040,BASIS MATEMATIKA SMP JL.1A,M. KHOLIK,KTSP,2010,SMP,0," 60,000 "
03040050,BASIS MATEMATIKA SMP JL.1B,M. KHOLIK,KTSP,2011,SMP,0," 52,000 "
03040060,BASIS MATEMATIKA SMP JL.2A,M. KHOLIK,KTSP,2010,SMP,0," 43,000 "
03040070,BASIS MATEMATIKA SMP JL.2B,M. KHOLIK,KTSP,2011,SMP,0," 43,000 "
03040080,BASIS MATEMATIKA SMP JL.3A,M. KHOLIK,KTSP,2010,SMP,0," 40,000 "
03040090,BASIS MATEMATIKA SMP JL.3B,M. KHOLIK,KTSP,2011,SMP,0," 32,000 "
03080040,BASIS TEKN.INFORMASI & KOMUNIKASI SMP JL.1,HENRY PANDIA,KTSP,2010,SMP,0," 45,000 "
03080050,BASIS TEKN.INFORMASI & KOMUNIKASI SMP JL.2,HENRY PANDIA,KTSP,2010,SMP,0," 48,000 "
03080060,BASIS TEKN.INFORMASI & KOMUNIKASI SMP JL.3,HENRY PANDIA,KTSP,2010,SMP,0," 52,000 "
03214590,SERIBUPENA B. INDONESIA JL.1/KTSP,TIM ABDI GURU,KTSP,2008,SMP,0," 90,000 "
03214600,SERIBUPENA B. INDONESIA JL.2/KTSP,TIM ABDI GURU,KTSP,2008,SMP,0," 65,000 "
03214610,SERIBUPENA B. INDONESIA JL.3/KTSP,TIM ABDI GURU,KTSP,2008,SMP,0," 82,000 "
03214690,MANDIRI B. INDONESIA JL.1/KTSP,ENGKOS KOSASIH,KTSP,2009,SMP,0," 60,000 "
03214700,MANDIRI B. INDONESIA JL.2/KTSP,ENGKOS KOSASIH,KTSP,2009,SMP,0," 53,000 "
03214710,MANDIRI B. INDONESIA JL.3/KTSP,ENGKOS KOSASIH,KTSP,2009,SMP,0," 56,000 "
03214750,MANDIRI PRACTISE YOUR ENGLISH/1,NUR ZAIDA,KTSP,2009,SMP,0," 43,000 "
03230010,MANDIRI SEJARAH SMP JL.1,SUHARDI,KTSP,2010,SMP,0," 40,000 "
03230020,MANDIRI SEJARAH SMP JL.2,SUHARDI,KTSP,2010,SMP,0," 37,000 "
03230030,MANDIRI SEJARAH SMP JL.3,SUHARDI,KTSP,2010,SMP,0," 37,000 "
